行政组织编码,行政组织名称,所属公司,组织单位,组织长名称,组织流程层级分类,物理层级,组织授权级别,组织授权级别命中规则,模拟授权级别
50659257,K宁波耐森骆,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_K宁波耐森骆,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50659258,K宁波耐森阳,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_K宁波耐森阳,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50834915,K宁波耐森骆城芳洲50834915,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_K宁波耐森骆城芳洲50834915,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50834916,K宁波耐森香河湾50834916,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_K宁波耐森香河湾50834916,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50834917,K宁波耐森阳光清晨花苑50834917,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_K宁波耐森阳光清晨花苑50834917,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50834923,B08宁波第四分公司本部,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_B08宁波第四分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50834948,K宁波耐森城市阳光,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_K宁波耐森城市阳光,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50904326,宁波万科都心里,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_宁波万科都心里,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50912128,宁波东北阵地经营体朴邻,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_宁波东北阵地经营体朴邻,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50919501,B08宁波东北阵地经营体,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_B08宁波东北阵地经营体,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50919558,B08宁波东北阵地经营体50919558,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_B08宁波东北阵地经营体50919558,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50941822,B08宁波第四分公司市场,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司_B08宁波第四分公司市场,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974892,B58上海第八分公司本部,B58上海第八分公司50974828,万科物业,万物云_万科物业_B58上海第八分公司50974828_B58上海第八分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974893,B63宁波第三分公司本部,B63宁波第三分公司50974829,万科物业,万物云_万科物业_B63宁波第三分公司50974829_B63宁波第三分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50911938,吉林江城物业管理部本部,C09吉林江城物业管理部,万科物业,万物云_万科物业_C09吉林江城物业管理部_吉林江城物业管理部本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50911942,青岛环城管理中心本部,D14青岛环城物业管理部,万科物业,万物云_万科物业_D14青岛环城物业管理部_青岛环城管理中心本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50911956,济南临淄管理中心本部,D15济南临淄物业管理部,万科物业,万物云_万科物业_D15济南临淄物业管理部_济南临淄管理中心本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50921295,济南万科山望花园50921295,D15济南临淄物业管理部,万科物业,万物云_万科物业_D15济南临淄物业管理部_济南万科山望花园50921295,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974894,E73合肥第三分公司本部,E73合肥第三分公司50974830,万科物业,万物云_万科物业_E73合肥第三分公司50974830_E73合肥第三分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974895,F76中山第二分公司本部,F76中山第二分公司50974831,万科物业,万物云_万科物业_F76中山第二分公司50974831_F76中山第二分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974896,G58武汉第五分公司本部,G58武汉第五分公司50974832,万科物业,万物云_万科物业_G58武汉第五分公司50974832_G58武汉第五分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974891,成都万科知园B地块,H58成都第六分公司50974833,万科物业,万物云_万科物业_H58成都第六分公司50974833_成都万科知园B地块,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974897,H58成都第六分公司本部,H58成都第六分公司50974833,万科物业,万物云_万科物业_H58成都第六分公司50974833_H58成都第六分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005469,ZZ职能管理组,ZZ职能管理组,万科物业,万物云_万科物业_住宅项目孵化中心_ZZ职能管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50926650,华北区域分部,华北区域分部,万科物业,万物云_万科物业_数字运营中心_华北区域分部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50926701,华东区域分部,华东区域分部,万科物业,万物云_万科物业_数字运营中心_华东区域分部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50926649,华南区域分部,华南区域分部,万科物业,万物云_万科物业_数字运营中心_华南区域分部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50916322,BS数字产品组,数字运营中心,万科物业,万物云_万科物业_数字运营中心_BS数字产品组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50916330,CS数字产品组,数字运营中心,万科物业,万物云_万科物业_数字运营中心_CS数字产品组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920232,数据管理部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_数据管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50923159,数字运营本部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_数字运营本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927875,BPaaS产品中心,数字运营中心,万科物业,万物云_万科物业_数字运营中心_BPaaS产品中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927973,住宅运营中心50927973,数字运营中心,万科物业,万物云_万科物业_数字运营中心_住宅运营中心50927973,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927974,区域分部50927974,数字运营中心,万科物业,万物云_万科物业_数字运营中心_区域分部50927974,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927977,区域分部50927977,数字运营中心,万科物业,万物云_万科物业_数字运营中心_区域分部50927977,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927978,智能机械产品中心,数字运营中心,万科物业,万物云_万科物业_数字运营中心_智能机械产品中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931778,万净环卫科技,数字运营中心,万科物业,万物云_万科物业_数字运营中心_万净环卫科技,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942405,产品部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942406,技术开发部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_技术开发部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942407,业务支持部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_业务支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943632,管理层,数字运营中心,万科物业,万物云_万科物业_数字运营中心_管理层,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50953995,运营服务部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_运营服务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954146,产品服务部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_产品服务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50968095,云服务发展部,数字运营中心,万科物业,万物云_万科物业_数字运营中心_云服务发展部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942311,合作与服务发展部本部,万科物业,万科物业,万物云_万科物业_合作与服务发展部_合作与服务发展部本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954944,市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50971774,北部资产销售组50971774,万科物业,万科物业,万物云_万科物业_资产运营部_北部资产销售组50971774,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50971775,中西资产销售组50971775,万科物业,万科物业,万物云_万科物业_资产运营部_中西资产销售组50971775,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50971776,东南资产销售组50971776,万科物业,万科物业,万物云_万科物业_资产运营部_东南资产销售组50971776,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50971777,南部资产销售组50971777,万科物业,万科物业,万物云_万科物业_资产运营部_南部资产销售组50971777,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972352,深圳城市群市场组50972352,万科物业,万科物业,万物云_万科物业_合作与服务发展部_深圳城市群市场组50972352,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972353,琼桂城市群市场组50972353,万科物业,万科物业,万物云_万科物业_合作与服务发展部_琼桂城市群市场组50972353,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972354,厦门城市群市场组50972354,万科物业,万科物业,万物云_万科物业_合作与服务发展部_厦门城市群市场组50972354,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972355,福州城市群市场组50972355,万科物业,万科物业,万物云_万科物业_合作与服务发展部_福州城市群市场组50972355,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972356,甬嘉绍城市群市场组50972356,万科物业,万科物业,万物云_万科物业_合作与服务发展部_甬嘉绍城市群市场组50972356,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972357,沪通城市群市场组50972357,万科物业,万科物业,万物云_万科物业_合作与服务发展部_沪通城市群市场组50972357,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972358,杭州城市群市场组50972358,万科物业,万科物业,万物云_万科物业_合作与服务发展部_杭州城市群市场组50972358,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972359,吉黑城市群市场组50972359,万科物业,万科物业,万物云_万科物业_合作与服务发展部_吉黑城市群市场组50972359,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972360,辽宁城市群市场组50972360,万科物业,万科物业,万物云_万科物业_合作与服务发展部_辽宁城市群市场组50972360,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972361,山东城市群市场组50972361,万科物业,万科物业,万物云_万科物业_合作与服务发展部_山东城市群市场组50972361,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972362,津晋城市群市场组50972362,万科物业,万科物业,万物云_万科物业_合作与服务发展部_津晋城市群市场组50972362,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972363,京冀城市群市场组50972363,万科物业,万科物业,万物云_万科物业_合作与服务发展部_京冀城市群市场组50972363,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972364,苏南城市群市场组50972364,万科物业,万科物业,万物云_万科物业_合作与服务发展部_苏南城市群市场组50972364,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972365,安徽城市群市场组50972365,万科物业,万科物业,万物云_万科物业_合作与服务发展部_安徽城市群市场组50972365,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972366,南京城市群市场组50972366,万科物业,万科物业,万物云_万科物业_合作与服务发展部_南京城市群市场组50972366,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972367,佛山城市群市场组50972367,万科物业,万科物业,万物云_万科物业_合作与服务发展部_佛山城市群市场组50972367,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972368,广州城市群市场组50972368,万科物业,万科物业,万物云_万科物业_合作与服务发展部_广州城市群市场组50972368,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972369,西北城市群市场组50972369,万科物业,万科物业,万物云_万科物业_合作与服务发展部_西北城市群市场组50972369,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972370,鄂豫城市群市场组50972370,万科物业,万科物业,万物云_万科物业_合作与服务发展部_鄂豫城市群市场组50972370,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972371,湘赣城市群市场组50972371,万科物业,万科物业,万物云_万科物业_合作与服务发展部_湘赣城市群市场组50972371,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972372,渝贵城市群市场组50972372,万科物业,万科物业,万物云_万科物业_合作与服务发展部_渝贵城市群市场组50972372,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972373,川云城市群市场组50972373,万科物业,万科物业,万物云_万科物业_合作与服务发展部_川云城市群市场组50972373,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974452,产品策划部,万科物业,万科物业,万物云_万科物业_万物智选发展中心50974316_产品策划部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974453,产品运营部,万科物业,万科物业,万物云_万科物业_万物智选发展中心50974316_产品运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000368,北部资产销售组,万科物业,万科物业,万物云_万科物业_资产运营部_北部资产销售组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000369,中西资产销售组,万科物业,万科物业,万物云_万科物业_资产运营部_中西资产销售组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000370,东南资产销售组,万科物业,万科物业,万物云_万科物业_资产运营部_东南资产销售组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000371,南部资产销售组,万科物业,万科物业,万物云_万科物业_资产运营部_南部资产销售组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000543,渝贵城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_渝贵城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000544,苏南城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_苏南城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000545,深圳城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_深圳城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000546,安徽城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_安徽城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000547,川云城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_川云城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000548,琼桂城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_琼桂城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000549,甬嘉绍城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_甬嘉绍城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000550,沪通城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_沪通城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000551,吉黑城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_吉黑城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000552,东北城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_东北城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000553,山东城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_山东城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000554,西北城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_西北城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000555,南京城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_南京城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000556,佛山城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_佛山城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000557,广州城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_广州城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000558,鄂豫城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_鄂豫城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000559,津晋城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_津晋城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000560,杭州城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_杭州城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000561,厦门城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_厦门城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000562,福州城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_福州城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000563,京冀城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_京冀城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55000564,湘赣城市群市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_湘赣城市群市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002134,产品策划部,万科物业,万科物业,万物云_万科物业_产品能力发展中心_产品策划部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002135,产品运营部,万科物业,万科物业,万物云_万科物业_产品能力发展中心_产品运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002832,修缮市场组,万科物业,万科物业,万物云_万科物业_合作与服务发展部_修缮市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50968315,修缮产品部,修缮业务发展中心,万科物业,万物云_万科物业_修缮业务发展中心_修缮产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50968337,修缮业务发展中心本部,修缮业务发展中心,万科物业,万物云_万科物业_修缮业务发展中心_修缮业务发展中心本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50968338,科技产品部,修缮业务发展中心,万科物业,万物云_万科物业_修缮业务发展中心_科技产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50968339,物业工程部,修缮业务发展中心,万科物业,万物云_万科物业_修缮业务发展中心_物业工程部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50968340,商务管理部,修缮业务发展中心,万科物业,万物云_万科物业_修缮业务发展中心_商务管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927915,住宅运营中心,业务管理中心,万科物业,万物云_万科物业_业务管理中心_住宅运营中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928004,业务运营部,业务管理中心,万科物业,万物云_万科物业_业务管理中心_业务运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942433,业务管理中心本部,业务管理中心,万科物业,万物云_万科物业_业务管理中心_业务管理中心本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954408,蝶城S1运营执行小组,业务管理中心,万科物业,万物云_万科物业_业务管理中心_蝶城S1运营执行小组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954602,产品技术部,业务管理中心,万科物业,万物云_万科物业_业务管理中心_产品技术部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50958608,客户服务部,业务管理中心,万科物业,万物云_万科物业_业务管理中心_客户服务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50962755,远程服务部,业务管理中心,万科物业,万物云_万科物业_业务管理中心_远程服务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50962778,远程管理部,业务管理中心,万科物业,万物云_万科物业_业务管理中心_远程管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50926702,中西区域分部,中西区域分部,万科物业,万物云_万科物业_数字运营中心_中西区域分部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50943276,住宅项目孵化中心本部,住宅项目孵化中心,万科物业,万物云_万科物业_住宅项目孵化中心_住宅项目孵化中心本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50947715,R莆田中央御景,住宅项目孵化中心,万科物业,万物云_万科物业_住宅项目孵化中心_R莆田中央御景,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836242,运营管理部,万睿科技,万睿科技,万物云_万睿科技_市场营销中心_运营管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836246,工程技术部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心_工程技术部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836274,清远城市公司,万睿科技,万睿科技,万物云_万睿科技_一线城市公司_清远城市公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836282,LT01深圳机电运维,万睿科技,万睿科技,万物云_万睿科技_LT深圳区域_LT01深圳机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836283,LT02东莞机电运维,万睿科技,万睿科技,万物云_万睿科技_LT深圳区域_LT02东莞机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836284,LT03佛山机电运维,万睿科技,万睿科技,万物云_万睿科技_LT广州区域_LT03佛山机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836285,LT04广州机电运维,万睿科技,万睿科技,万物云_万睿科技_LT广州区域_LT04广州机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836286,LT05武汉机电运维,万睿科技,万睿科技,万物云_万睿科技_LT武汉区域_LT05武汉机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836287,LT06成都机电运维,万睿科技,万睿科技,万物云_万睿科技_LT成都区域_LT06成都机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836288,LT07南京机电运维,万睿科技,万睿科技,万物云_万睿科技_LT上海区域_LT07南京机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836289,LT08苏州机电运维,万睿科技,万睿科技,万物云_万睿科技_LT上海区域_LT08苏州机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836290,LT09长沙机电运维,万睿科技,万睿科技,万物云_万睿科技_LT广州区域_LT09长沙机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836291,LT10青岛机电运维,万睿科技,万睿科技,万物云_万睿科技_LT北京区域_LT10青岛机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836292,LT11厦门机电运维,万睿科技,万睿科技,万物云_万睿科技_LT深圳区域_LT11厦门机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836293,LT13无锡机电运维,万睿科技,万睿科技,万物云_万睿科技_LT上海区域_LT13无锡机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836294,LT14北京机电运维,万睿科技,万睿科技,万物云_万睿科技_LT北京区域_LT14北京机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836295,LT15沈阳机电运维,万睿科技,万睿科技,万物云_万睿科技_LT沈阳区域_LT15沈阳机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836296,LT16重庆机电运维,万睿科技,万睿科技,万物云_万睿科技_LT成都区域_LT16重庆机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836297,LT17上海机电运维,万睿科技,万睿科技,万物云_万睿科技_LT上海区域_LT17上海机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836298,LT18大连机电运维,万睿科技,万睿科技,万物云_万睿科技_LT沈阳区域_LT18大连机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836299,LT19西安机电运维,万睿科技,万睿科技,万物云_万睿科技_LT武汉区域_LT19西安机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50836300,LT20长春机电运维,万睿科技,万睿科技,万物云_万睿科技_LT沈阳区域_LT20长春机电运维,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
